"practice_code","practice_name","postcode","subicb_code","non_white_popn","reg_popn","pct_non_white"
"C84656","HILL VIEW SURGERY","NG21 0JP","52R",251.43374087933,7875,0.0319280940799149
"C84658","MEDEN MEDICAL SERVICES","NG20 0BP","52R",172.369413301681,6167,0.0279502859253578
"C84660","HOUNSFIELD SURGERY","NG23 6PX","52R",77.2214894898989,4451,0.0173492449988539
"C84664","WELBECK SURGERY","NG5 2JJ","52R",1335.42289607544,4974,0.26848067874456
"C84667","GILTBROOK SURGERY","NG16 2GE","52R",243.832334483405,5211,0.0467918507932076
"C84676","GREENFIELDS MEDICAL CENTRE (YVS RAO)","NG7 6ER","52R",3828.86641629773,7554,0.506866086351302
"C84679","ACORN MEDICAL PRACTICE","NG18 1QA","52R",264.93805786925,3940,0.0672431618957486
"C84682","SHERRINGTON PARK MEDICAL PRACTICE","NG5 2EJ","52R",1515.20626391004,4881,0.310429474269625
"C84683","THE WINDMILL PRACTICE","NG2 4PJ","52R",4287.52171633257,10805,0.396809043621709
"C84691","HIGHGREEN PRACTICE (KHAN)","NG7 5HY","52R",4892.0697576659,8699,0.562371509100575
"C84692","NORTH LEVERTON SURGERY","DN22 0AB","02Q",50.7060021609404,2723,0.0186213742787148
"C84693","BAKERSFIELD MEDICAL CENTRE","NG3 7EJ","52R",1521.46029542552,5268,0.288811749321474
"C84694","LIME TREE SURGERY","NG8 6AB","52R",1229.68112144704,3993,0.307959208977471
"C84695","THE ALICE MEDICAL CENTRE","NG5 5HW","52R",1035.49887797543,3970,0.260830951631091
"C84696","WEST OAK SURGERY","NG3 6EW","52R",579.649722047486,5266,0.110074007225121
"C84703","THE GAMSTON MEDICAL CTR.","NG2 6PS","52R",1220.58698452147,6545,0.186491517879522
"C84704","JRB HEALTHCARE BEECHDALE SURGERY","NG8 3LF","52R",2762.67596364664,6780,0.407474330921333
"C84705","HICKINGS LANE MEDICAL CTR","NG9 8PN","52R",630.451375383949,7115,0.0886087667440547
"C84714","SUNRISE MEDICAL PRACTICE","NG11 8NS","52R",1981.00404563683,7008,0.282677517927631
"C84717","RIVERLYN MEDICAL CENTRE","NG6 9AA","52R",4.75530581348778,20,0.237765290674389
"C84720",NA,"Unknown","UNK",11.0615832963007,38,0.291094297271071
"C85001","GOLDTHORPE MEDICAL CENTRE PMS PRACTICE","S63 9EH","02P",127.491582655312,4340,0.0293759407039889
"C85003","ASHVILLE MEDICAL CENTRE PMS PRACTICE","S70 3NE","02P",521.564796895761,12626,0.0413087911369999
"C85004","PENISTONE GROUP PMS PRACTICE","S36 6BR","02P",354.053742259102,17012,0.0208119998976665
"C85005","ROYSTON GROUP PRACTICE","S71 4QW","02P",192.082179920491,7799,0.0246290780767395
"C85006","WOODLAND DRIVE MEDICAL CENTRE","S70 6QW","02P",253.851095428531,5196,0.0488550991971769
"C85007","THE DOVE VALLEY PMS PRACTICE","S70 5NZ","02P",419.864677037493,10682,0.0393058113684229
"C85008","WALDERSLADE SURGERY","S74 9AF","02P",293.525128497268,13002,0.0225753829024202
"C85009","THE KAKOTY PRACTICE","S70 4NW","02P",355.198727886081,6775,0.0524278565145507
"C85010","HILL BROW SURGERY PMS PRACTICE","S75 6FH","02P",500.485065105954,17062,0.0293333176125867
"C85013","WOMBWELL GMS PRACTICE","S73 0AJ","02P",304.61559602635,10883,0.0279900391460397
"C85014","THE ROSE TREE PMS PRACTICE","S72 8SU","02P",237.104438417826,9558,0.024806909229737
"C85016","DR MELLOR & PARTNERS","S73 9JX","02P",354.908158832635,11592,0.0306166458620286
"C85017","BURLEIGH MEDICAL CENTRE","S70 1XY","02P",553.472835866139,11562,0.0478699909934387
"C85018","GRIMETHORPE SURGERY","S72 7NZ","02P",183.624366766007,7304,0.0251402473666494
"C85019","THE GROVE MEDICAL PRACTICE","S70 1QE","02P",364.006144513535,10506,0.0346474533136812
"C85020","HUDDERSFIELD ROAD SURGERY","S70 2LT","02P",511.049695031971,13181,0.038771693728243
"C85022","HOYLAND MEDICAL PRACTICE","S74 9AF","02P",338.412483745003,12626,0.0268028262113894
"C85023","HOLLYGREEN PRACTICE","S63 9EH","02P",279.209412745076,11034,0.0253044601001519
"C85024","HIGH STREET PRACTICE","S71 4RF","02P",150.335571212679,6390,0.0235266934605132
"C85028","LUNDWOOD MEDICAL CENTRE PMS PRACTICE","S71 5PN","02P",127.443408583624,4301,0.0296311110401358
"C85030","WOMBWELL MEDICAL CENTRE PRACTICE","S73 0DD","02P",278.162902592408,9937,0.027992643915911
"C85033","VICTORIA MEDICAL CENTRE PMS PRACTICE","S75 2AE","02P",616.786667909653,11694,0.0527438573550242
"C85614","DARTON HEALTH CENTRE PRACTICE","S75 5HQ","02P",105.47718642551,3819,0.0276190590273658
"C85619","ST GEORGE'S MEDICAL CENTRE PMS PRACTICE","S71 1RY","02P",262.019690470789,7947,0.0329708934781413
"C85622","MONK BRETTON HEALTH CENTRE PRACTICE","S71 2EQ","02P",60.757268921332,2262,0.0268599774188028
"C85623","KINGSWELL SURGERY PMS PRACTICE","S36 6DY","02P",93.8785887092784,4576,0.0205154258543004
"C86001","GREAT NORTH MEDICAL GROUP","DN6 8AG","02X",592.839031973061,16479,0.0359754252062055
"C86002","THE RANSOME PRACTICE","DN5 0JX","02X",405.37833509191,8367,0.0484496635702056
"C86003","HATFIELD HEALTH CENTRE","DN7 6JH","02X",328.980530084267,9398,0.035005376684855
"C86005","MEXBOROUGH HEALTH CENTRE","S64 0BY","02X",130.162531558438,4916,0.0264773253780387
"C86006","REGENT SQUARE GROUP PRACTICE","DN1 2DS","02X",1433.88344021979,10174,0.140936056636504
"C86007","THE BURNS PRACTICE","DN1 2EG","02X",1836.99403583415,15787,0.116361185521894
"C86009","THE MAYFLOWER MEDICAL PRACTICE","DN10 6RQ","02X",312.09510512612,7481,0.0417183672137576
"C86011","MOUNT GROUP PRACTICE","DN1 2JP","02X",1872.41415046783,13389,0.139847199228309
"C86012","THE OAKWOOD SURGERY","DN4 6BU","02X",558.801050116451,5680,0.0983804665697977
"C86013","THE TICKHILL & COLLIERY MEDICAL PRACTICE","DN11 9NA","02X",243.199633047194,8662,0.0280766142977596
"C86015","THE ROSSINGTON PRACTICE","DN11 0LP","02X",240.029084053533,8146,0.0294658831393976
"C86016","THE LAKESIDE PRACTICE","DN6 0HZ","02X",203.76454514303,8694,0.0234373757928491
"C86017","KINGTHORNE GROUP PRACTICE","DN1 2EU","02X",1683.57993071369,13287,0.126708807911017
"C86018","NORTHFIELD SURGERY","DN8 4BQ","02X",254.988268363909,9982,0.0255448074898727
"C86019","THE SCOTT PRACTICE","DN4 0TG","02X",1525.60229523405,15216,0.100263032021165
"C86020","ST. JOHNS GROUP PRACTICE","DN4 0TH","02X",1008.2252234336,8688,0.116048022955064
"C86021","WHITE HOUSE FARM MEDICAL CENTRE","DN3 3AH","02X",294.63069389768,6103,0.0482763712760414
"C86023","DON VALLEY HEALTHCARE","DN5 0AT","02X",615.658590719277,13713,0.0448959812381884
"C86024","CONISBROUGH GROUP PRACTICE","DN12 3JW","02X",253.945292660465,11755,0.0216031724934466
"C86025","FRANCES STREET MEDICAL CENTRE","DN1 1JS","02X",1142.60058577661,7047,0.162140000819726
"C86026","EDLINGTON HEALTH CENTRE PRACTICE","DN12 1JD","02X",202.887234099239,4905,0.0413633504789478
"C86029","ST VINCENT MEDICAL CENTRE","DN1 2ET","02X",1549.89700213239,14539,0.106602723855313
"C86032","SCAWSBY HEALTH CENTRE PRACTICE","DN5 8QE","02X",220.599391980148,5791,0.0380934885132357
"C86033","THE NAYAR PRACTICE","DN12 1JD","02X",222.198399645956,5220,0.0425667432271946
"C86034","THE NEW SURGERY","S64 0DB","02X",203.61698332159,7474,0.0272433748088828
"C86037","FIELD ROAD SURGERY","DN7 5AF","02X",287.443798354484,9669,0.0297283895288535
"C86038","PETERSGATE MEDICAL CENTRE","DN5 9PQ","02X",343.933928754657,9130,0.0376707479468409
"C86605","ASKERN MEDICAL PRACTICE","DN6 0HZ","02X",213.906180135593,7791,0.0274555487274538
"C86606","BARNBURGH SURGERY","DN5 7ET","02X",51.2286483468958,2435,0.0210384592800393
"C86609","ASA MEDICAL GROUP","DN3 2DB","02X",1912.65808312352,20481,0.0933869480554424
"C86611","DUNSVILLE MEDICAL CENTRE","DN7 4BY","02X",258.910437596337,6171,0.0419559937767521
"C86614","THORNE MOOR MEDICAL PRACTICE","DN8 4BQ","02X",241.247921399862,9592,0.0251509509382675
"C86616","DENABY MEDICAL PRACTICE","DN12 4AB","02X",100.086202618442,3630,0.027571956644199
"C86621","WEST END CLINIC","DN11 0PQ","02X",146.379242564755,4517,0.032406296782102
"C86625","CONISBROUGH MEDICAL PRACTICE","DN12 3JW","02X",42.5635548365777,1696,0.0250964356347746
"C86626","PARK VIEW SURGERY","DN5 8DA","02X",85.3398728031865,2456,0.0347475052130238
"C87002","DINNINGTON GROUP PRACTICE","S25 2EZ","03L",534.668594965971,20643,0.0259007215504516
"C87003","WOODSTOCK BOWER GROUP PRACTICE","S61 1AH","03L",2624.30239622564,11136,0.235659338741527
"C87004","KIVETON PARK MEDICAL PRACTICE","S26 6QU","03L",344.225993422217,11728,0.0293507838866147
"C87005","ST ANN'S MEDICAL CENTRE","S65 1DA","03L",3578.37294489298,18095,0.1977547910966
"C87006","THE MAGNA GROUP PRACTICE","S64 5UP","03L",866.859520544016,14134,0.0613315070428764
"C87007","STAG MEDICAL CENTRE","S60 4JW","03L",1390.11480441355,11561,0.120241744175551
"C87008","SWALLOWNEST HEALTH CENTRE","S26 4WD","03L",740.932766938771,16231,0.0456492370734256
"C87009","BRINSWORTH MEDICAL CENTRE","S60 5ND","03L",1512.6628865153,10346,0.146207508845476
"C87010","YORK ROAD SURGERY","S65 1PW","03L",1297.45362487765,4562,0.284404564857004
"C87012","BROOM LANE MEDICAL CENTRE","S60 3EW","03L",3198.69212018245,15029,0.212834661000895
"C87013","PARKGATE MEDICAL CENTRE","S62 6AW","03L",335.730521028134,6451,0.0520431748609726
"C87014","TREETON MEDICAL CENTRE","S60 5PW","03L",659.368519550274,7816,0.0843613766057157
"C87015","WICKERSLEY HEALTH CENTRE","S66 2JQ","03L",396.306157583995,6768,0.058555874347517
"C87016","MORTHEN ROAD SURGERY","S66 1EU","03L",379.919361258975,12249,0.0310163573564352
"C87017","CLIFTON MEDICAL CENTRE","S65 1DA","03L",2378.87954730964,13006,0.182906316108691
"C87018","HIGH STREET SURGERY","S62 6LW","03L",292.923313850962,7938,0.0369014000820058
"C87020","GREENSIDE SURGERY","S61 4PT","03L",319.420659632844,5265,0.0606686912882895
"C87022","VILLAGE SURGERY","S66 9LP","03L",302.215061191155,8319,0.0363282920051875
"C87024","RAWMARSH HEALTH CENTRE","S62 6AE","03L",199.797257366836,3913,0.0510598664367074
"C87029","MARKET SURGERY","S63 7RA","03L",390.672497626913,11802,0.0331022282347833
"C87030","CROWN STREET SURGERY","S64 8NB","03L",264.527862314106,9374,0.0282193153738111
"C87031","DR RAOLU'S PRACTICE","S66 8JE","03L",90.3336584527264,3733,0.0241986762530743
"C87603","GREASBROUGH MEDICAL CENTRE","S61 4RB","03L",280.349846738474,3712,0.0755252819877354
"C87604","THORPE HESLEY SURGERY","S61 2QP","03L",216.267336153061,5677,0.0380953560248478
"C87608","SHAKESPEARE ROAD SURGERY","S65 1QY","03L",2063.00428157114,5868,0.35156855514164
"C87616","BLYTH ROAD MEDICAL CENTRE","S66 8JD","03L",147.226889868077,6311,0.0233286150955597
"C87620","MANOR FIELD SURGERY","S66 8JE","03L",162.519627511913,6987,0.0232602873210123
"C87622","GATEWAY PRIMARY CARE","S65 1DA","03L",1832.67183114425,9697,0.188993691981464
"C88005","WALKLEY HOUSE & STANNINGTON M.C","S6 3TN","03N",1522.85790380464,15922,0.0956448878158925
"C88006","NORFOLK PARK HEALTH CENTRE","S2 3TA","03N",1429.31799150551,5020,0.284724699503089
"C88007","PORTER BROOK MEDICAL CENTRE","S11 8HN","03N",10212.3409778393,29767,0.343075922257511
"C88008","FORGE HEALTH GROUP","S3 9DL","03N",7732.05778126329,15281,0.505991609270551
"C88009","FOXHILL MEDICAL CENTRE","S6 1GA","03N",583.038296611566,5933,0.0982704022605032
"C88010","CHAPELGREEN PRACTICE","S35 1RN","03N",562.582182041818,14225,0.0395488352929221
"C88011","BUCHANAN ROAD SURGERY","S5 8AL","03N",814.30881922105,4706,0.173036298177019
"C88014","NORWOOD MEDICAL CENTRE","S5 7HD","03N",2446.52577513352,8540,0.286478428001583
"C88015","MEADOWGREEN HEALTH CENTRE","S8 8DJ","03N",2302.36677950041,18943,0.121541824394257
"C88016","CARTERKNOWLE & DORE MEDICAL PRACTICE","S7 2DW","03N",2381.69188696403,13307,0.178980377768395
"C88018","TRAMWAYS MEDICAL CENTRE (O'CONNELL)","S6 4JQ","03N",738.530694438786,8717,0.0847230348100018
"C88019","GLEADLESS MEDICAL CENTRE","S14 1PQ","03N",2016.81043643627,8592,0.234731196047052
"C88020","WHITE HOUSE SURGERY","S2 1SL","03N",1752.41425986046,7201,0.243357069832031
"C88021","FAR LANE MEDICAL CENTRE","S6 4FA","03N",585.304373941208,7255,0.0806759991648806
"C88022","STONECROFT MEDICAL CENTRE","S12 2LJ","03N",367.201606114995,4587,0.0800526719239143
"C88023","SOTHALL & BEIGHTON HEALTH CENTRES","S20 1HQ","03N",447.696860629663,9874,0.0453409824417321
"C88025","BIRLEY HEALTH CENTRE","S12 3BP","03N",524.924264838168,8853,0.0592933768031366
"C88026","SLOAN MEDICAL CENTRE","S8 0YH","03N",2706.17299705132,14046,0.192665028979875
"C88027","UPWELL STREET SURGERY","S4 8AN","03N",2787.61759856631,4940,0.564295060438523
"C88028","BROOMHILL SURGERY","S10 5BU","03N",1540.617752265,9837,0.156614593093931
"C88030","DUKE MEDICAL CENTRE","S2 2TD","03N",2583.52623608909,8101,0.318914484148758
"C88031","UPPERTHORPE MEDICAL CENTRE","S6 3FT","03N",3749.01609726655,12937,0.289790221633033
"C88032","CHARNOCK HEALTH PRIMARY CARE CENTRE","S12 3GH","03N",352.228633758485,5768,0.0610659905961312
"C88034","NETHERGREEN SURGERY","S11 7EJ","03N",1153.57424406733,9296,0.124093614895367
"C88035","FIRTH PARK SURGERY","S5 6HH","03N",4622.69476508645,10053,0.459832364974281
"C88036","HANDSWORTH MEDICAL PRACTICE","S13 9BZ","03N",1612.63517288742,10629,0.151720309802185
"C88037","BASLOW RD, SHOREHAM ST & YORK RD SRGIES","S17 4DR","03N",3971.08019918532,13072,0.303785204956037
"C88038","THE MATHEWS PRACTICE BELGRAVE","S2 4UJ","03N",1762.42659424759,6852,0.257213455085754
"C88039","ECCLESFIELD GROUP PRACT","S35 9XQ","03N",609.807277638179,8557,0.071264143699682
"C88040","OUGHTIBRIDGE SURGERY","S35 0FW","03N",254.839211921079,5930,0.0429745719934366
"C88041","WOODSEATS MEDICAL CENTRE","S8 0SH","03N",1207.06713219007,11597,0.104084429782709
"C88043","TRAMWAYS AND MIDDLEWOOD MEDICAL CENTRES","S6 1TT","03N",1012.66168202059,10772,0.0940086968084468
"C88044","MANCHESTER ROAD SURGERY","S10 5PN","03N",711.109967617186,5083,0.139899659181032
"C88045","DYKES HALL MEDICAL CENTRE","S6 4GQ","03N",603.797849411781,9051,0.0667106230705758
"C88046","BEAUCHIEF MEDICAL PRACTICE","S8 0BJ","03N",736.345406071534,7325,0.100524970112155
"C88047","WINCOBANK MEDICAL CENTRE","S9 1DJ","03N",1833.2669942144,7831,0.234103817419793
"C88048","BURNGREAVE SURGERY","S3 9DA","03N",4425.32155665695,7501,0.58996421232595
"C88049","ELM LANE SURGERY","S5 7TW","03N",843.23756698508,5770,0.146141692718385
"C88050","JAUNTY SPRINGS HEALTH CENTRE","S12 3DZ","03N",232.530722641721,3738,0.0622072559234139
"C88051","PAGE HALL MEDICAL CENTRE","S4 8GB","03N",5032.06627406699,8215,0.612546107616189
"C88052","HOLLIES MEDICAL CENTRE","S11 9AL","03N",2242.44578311493,10355,0.216556811503132
"C88053","FALKLAND HOUSE SURGERY","S11 7PL","03N",468.916369088985,4104,0.114258374534353
"C88054","GRENOSIDE SURGERY","S35 8NX","03N",604.226229299009,7980,0.0757175725938608
"C88059","HAROLD STREET MEDICAL CENTRE","S6 3QW","03N",908.641341294091,2586,0.35136942818797
"C88060","SHARROW LANE MEDICAL CENTRE","S11 8AN","03N",1731.34489771427,4289,0.403670995037136
"C88062","RUSTLINGS ROAD MEDICAL CENTRE","S11 7AB","03N",666.834303660048,4817,0.13843352785137
"C88069","CLOVER GROUP PRACTICE","S9 4QH","03N",9331.2281991652,15284,0.610522651083826
"C88070","SHIREGREEN MEDICAL CENTRE","S5 0RG","03N",2460.01280551077,7764,0.316848635434154
"C88072","WOODHOUSE MEDICAL CENTRE","S13 7LY","03N",1155.76326936379,12099,0.0955255202383493
"C88073","HEELEY GREEN SURGERY","S2 3AJ","03N",1272.5995939402,5801,0.219375899662162
"C88074","DEEPCAR MEDICAL CENTRE","S36 2RA","03N",159.315597714457,5205,0.0306081839989351
"C88076","DEVONSHIRE GREEN MEDICAL CENTRE","S3 7SF","03N",3651.45315194762,8058,0.453146333078633
"C88077","GREEN CROSS GROUP PRACTICE","S5 8GS","03N",1217.2784642244,7503,0.162238899670053
"C88078","MOSBOROUGH HEALTH CENTRE","S20 5BQ","03N",342.974821365736,6937,0.0494413754311281
"C88079","CROOKES PRACTICE","S10 1GN","03N",1282.87369476549,8586,0.149414592914685
"C88082","CARRFIELD MEDICAL CENTRE","S8 9SG","03N",287.81190228212,1278,0.225204931363161
"C88083","SELBORNE ROAD MEDICAL CENTRE","S10 5ND","03N",371.790424508154,2562,0.145117261712785
"C88084","CLOVER NORTH DARNALL HEALTH CENTRE","S9 5DH","03N",1687.75785258883,3157,0.534608125622056
"C88085","RICHMOND MEDICAL CENTRE","S13 8NA","03N",1191.1849591211,9442,0.126158118949492
"C88086","SOUTHEY GREEN MEDICAL CTR","S5 7QB","03N",481.757663968537,2643,0.182276830862103
"C88087","DOVERCOURT GROUP PRACTICE","S2 5FX","03N",2190.668073409,9038,0.24238416390894
"C88088","EAST BANK MEDICAL CENTRE","S2 2AG","03N",1411.78372780847,6813,0.207219099927854
"C88090","MANOR AND PARK GROUP PRACTICE","S2 1QU","03N",2743.67555100676,8273,0.331642155325367
"C88091","BARNSLEY ROAD SURGERY","S5 0QJ","03N",587.597373539789,2499,0.235133002616963
"C88092","VALLEY MEDICAL CENTRE","S36 1BX","03N",273.32806505674,9485,0.0288168755990237
"C88095","MILL ROAD SURGERY","S35 9XQ","03N",254.835531954657,5509,0.0462580381112102
"C88622","SHEFFIELD MEDICAL CENTRE","S3 9LB","03N",1322.92614876957,2487,0.531936529461027
"C88627","UNIVERSITY HEALTH SERVICE HEALTH CENTRE","S3 7QP","03N",16906.3600013894,41801,0.404448697432822
"C88631","VERITAS HEALTH CENTRE","S8 0RT","03N",365.281594455868,1405,0.259986899968589
"C88647","THE THORPE PRACTICE","S20 6PD","03N",648.868885101913,10838,0.0598697993266205
"C88648","CRYSTAL PEAKS MEDICAL CENTRE","S20 7HZ","03N",386.882181330954,6845,0.0565204063303074
"C88652","GREYSTONES MEDICAL CENTRE","S11 7BJ","03N",427.75097412133,3711,0.115265689604239
"C88655","THE MEDICAL CENTRE DR OKORIE","S9 1WZ","03N",618.592770806281,1158,0.534190648364664
"D81001","LENSFIELD MEDICAL PRACTICE","CB2 1EH","06H",3309.4178384167,13177,0.2511510843452
"D81002","HUNTINGDON ROAD SURGERY","CB3 0DB","06H",5615.97053149863,22950,0.24470459832238
"D81003","YORK STREET MEDICAL PRACTICE","CB1 2PY","06H",2328.22632169169,10618,0.219271644536795
"D81004","ALCONBURY SURGERY","PE28 4EQ","06H",1267.10676989373,13168,0.0962262127805079
"D81005","NEWNHAM WALK SURGERY","CB3 9HS","06H",4230.53475402452,16913,0.250135088631497
"D81008","NORTH BRINK PRACTICE","PE13 1JU","06H",858.031499378889,20371,0.0421202444346811
"D81010","PRIORY FIELDS SURGERY","PE29 3RL","06H",1667.0766074704,11946,0.139551030258698
"D81011","CLARKSON SURGERY","PE13 3AN","06H",419.605112688114,10626,0.0394885293325912
"D81012","CORNFORD HOUSE SURGERY","CB1 8BA","06H",2613.64785413435,11164,0.234113924591038
"D81013","TRUMPINGTON STREET MEDICAL PRACTICE","CB2 1RG","06H",6036.96022009702,21562,0.279981459052825
"D81014","STAPLOE MEDICAL CENTRE","CB7 5JD","06H",1173.42319944513,23611,0.0496981576148884
"D81015","PARSON DROVE SURGERY","PE13 4LF","06H",189.576196803372,7350,0.0257926798371934
"D81016","ARBURY ROAD SURGERY","CB4 2JG","06H",2724.1014667836,12821,0.212471840479182
"D81017","MILL ROAD SURGERY","CB1 3DG","06H",2045.43429015436,7552,0.270846701556456
"D81018","ORCHARD SURGERY,MELBOURN","SG8 6BX","06H",460.371173631864,8497,0.05418043705212
"D81021","ST. GEORGE'S MEDICAL CENTRE","CB6 1JU","06H",653.642736309163,12202,0.0535684917480055
"D81022","OCTAGON MEDICAL PRACTICE","PE6 0SD","06H",1139.52455855119,17310,0.0658304193270476
"D81023","PASTON HEALTH CENTRE","PE4 7DH","06H",2179.4124061502,13834,0.15754029247869
"D81025","CHERRY HINTON MEDICAL CENTRE","CB1 9HR","06H",3115.1181432308,10821,0.287877104078255
"D81026","BOROUGHBURY MEDICAL CENTRE","PE1 2EJ","06H",9357.87829339751,29556,0.316615181127267
"D81027","WELLSIDE SURGERY","PE28 5SU","06H",330.166744823569,7929,0.0416404016677474
"D81028","FIRS HOUSE SURGERY","CB24 9NP","06H",1036.65198708214,12602,0.0822609099414493
"D81029","OLD FLETTON SURGERY","PE2 8AY","06H",2116.80851841136,13006,0.162756306198013
"D81030","GROVE MEDICAL PRACTICE","PE27 5JD","06H",1209.36327353124,15435,0.0783520099469541
"D81031","YAXLEY GROUP PRACTICE","PE7 3JL","06H",1806.25495591984,18849,0.095827627774409
"D81033","OVER SURGERY","CB24 5NZ","06H",306.333858065341,4786,0.0640062386262727
"D81034","ST MARY'S SURGERY","CB6 1DN","06H",1159.28040953472,16453,0.0704601233534749
"D81035","COMBERTON SURGERY","CB23 7DY","06H",826.282403096281,9627,0.0858296876593208
"D81036","PRIORS FIELD SURGERY","CB6 2RB","06H",229.45755663275,5977,0.0383900881098795
"D81037","BRIDGE STREET MEDICAL CENTRE","CB2 3LS","06H",2684.50354156143,10963,0.244869428218684
"D81038","KIMBOLTON MEDICAL CENTRE","PE28 0JF","06H",295.17163250354,7063,0.041791254778924
"D81041","BOURN SURGERY","CB23 2SH","06H",679.522117236827,6467,0.105075323525101
"D81042","WATERBEACH SURGERY","CB25 9LQ","06H",640.073691016183,5657,0.113147196573481
"D81043","GRANTA MEDICAL PRACTICES","CB22 3HU","06H",3997.44092852813,45503,0.0878500522718971
"D81044","NUFFIELD ROAD MEDICAL CENTRE","CB4 1GL","06H",2880.0599919884,14175,0.203178835413644
"D81045","BUCKDEN SURGERY","PE19 5SZ","06H",532.647514142119,9789,0.0544128628197077
"D81046","NEW QUEEN STREET SURGERY","PE7 1AT","06H",1773.91364991955,19563,0.0906769743863187
"D81047","ASHWELL SURGERY","SG7 5PY","06K",338.832569088953,8208,0.0412807710878355
"D81049","SPINNEY SURGERY","PE27 3TP","06H",956.480980215629,11004,0.086921208670995
"D81050","THE HICKS GROUP PRACTICE","PE29 3EZ","06H",1762.19875656192,15843,0.111228855429017
"D81051","BURWELL SURGERY","CB25 0AE","06H",392.051407597821,9040,0.043368518539582
"D81052","CORNERSTONE PRACTICE","PE15 9BF","06H",416.743411529403,9480,0.0439602754777852
"D81054","RED HOUSE SURGERY","CB4 1ER","06H",4701.69326260708,22495,0.209010591802937
"D81055","BOTTISHAM MEDICAL PRACTICE","CB25 9DU","06H",474.963938064422,5922,0.0802032992341139
"D81056","PETERSFIELD MEDICAL PRACTICE","CB1 2AB","06H",1971.75910345355,7740,0.254749238172293
"D81057","LAKESIDE HEALTHCARE ST NEOTS","PE19 1BQ","06H",1384.88698058917,22311,0.0620719367392394
"D81058","HARSTON SURGERY","CB22 7NP","06H",900.198705440348,7518,0.119739120170304
"D81059","RAMSEY HEALTH CENTRE","PE26 1BP","06H",320.515322976804,7299,0.0439122240001101
"D81060","MOAT HOUSE SURGERY","PE28 2RQ","06H",313.087774260252,7375,0.0424525795607121
"D81061","GEORGE CLARE SURGERY","PE16 6EX","06H",460.552253229508,12087,0.0381031069106899
"D81062","HADDENHAM SURGERY","CB6 3TA","06H",300.671638754808,7487,0.0401591610464549
"D81064","MERCHEFORD HOUSE","PE15 9BY","06H",291.989487577974,6473,0.0451088347872661
"D81065","NIGHTINGALE MEDICAL CENTRE","PE1 4FS","06H",1972.02300241476,6226,0.316739961839827
"D81066","QUEEN EDITH MEDICAL PRACTICE","CB1 8PJ","06H",2747.04681138176,9625,0.28540746092278
"D81070","WOODLANDS SURGERY","CB2 1LR","06H",3024.03451265296,11636,0.259886087371344
"D81073","WESTWOOD CLINIC","PE3 7JW","06H",1585.91637842916,5713,0.277597825735893
"D81078","MAPLE SURGERY BAR HILL HEALTH CENTRE","CB23 8EH","06H",396.787293054071,3767,0.105332437763226
"D81081","GREAT STAUGHTON SURGERY","PE19 5DA","06H",232.437388438018,4755,0.0488827315327062
"D81082","ALMOND ROAD SURGERY","PE19 1DZ","06H",512.313669022352,7590,0.0674985071175694
"D81084","WILLINGHAM MEDICAL PRACTICE","CB24 5LB","06H",1385.24892837006,11096,0.12484218893025
"D81085","PAPWORTH SURGERY","CB23 3QQ","06H",772.943850145219,7441,0.103876340565142
"D81086","EAST BARNWELL HEALTH CENTRE","CB5 8SP","06H",1469.86461443551,7695,0.191015544436063
"D81602","COTTENHAM SURGERY","CB24 8SE","06H",259.009481027073,3803,0.0681066213586834
"D81603","RIVERSIDE PRACTICE","PE15 8BG","06H",357.262897591859,7659,0.046646154536083
"D81606","RIVERPORT MEDICAL PRACTICE","PE27 3ER","06H",789.607784416572,13678,0.0577283070928917
"D81607","SWAVESEY SURGERY","CB24 4RA","06H",259.948435183881,3383,0.076839620213976
"D81611","FENLAND GROUP PRACTICE","PE15 0GN","06H",431.916524262595,13160,0.0328204045792246
"D81612","MILTON SURGERY","CB24 6BL","06H",738.521036872548,5125,0.144101665731229
"D81615","THORPE ROAD","PE3 6AP","06H",3322.12139781215,10193,0.325921848112641
"D81618","AILSWORTH MEDICAL CENTRE","PE5 7AF","06H",655.680871968302,4134,0.158606887268578
"D81622","TRINITY SURGERY","PE13 3UZ","06H",553.985992133849,12346,0.0448716986986756
"D81625","THISTLEMOOR MEDICAL CENTRE","PE1 3HP","06H",10697.6515663605,29949,0.357195618096115
"D81629","WILLOW TREE SURGERY","PE2 5RQ","06H",904.231773835998,5575,0.162194040149955
"D81630","HAMPTON MEDICAL CENTRE","PE7 8DR","06H",2594.62324296469,10983,0.236239938356067
"D81631","CENTRAL MEDICAL CENTRE","PE1 3BF","06H",6694.64079388364,14806,0.452157287173014
"D81633","ACORN SURGERY","PE29 7HN","06H",1532.27526342426,10674,0.14355211386774
"D81637","MONKFIELD MEDICAL PRACTICE","CB23 6HL","06H",2692.39532349782,12606,0.21358046354893
"D81645","THE GRANGE MEDICAL CENTRE","PE3 6HA","06H",1278.33936882982,2869,0.445569664980766
"D82001","HOLT MEDICAL PRACTICE","NR25 6QA","26A",272.216054764548,14335,0.0189896096801219
"D82002","GROVE SURGERY","IP24 2HY","26A",833.886751257806,13229,0.0630347532888205
"D82003","BEACHES MEDICAL CENTRE","NR31 6QB","26A",1306.48558521729,24925,0.0524166734289784
"D82004","CROMER GROUP PRACTICE","NR27 0BG","26A",261.050729901598,12248,0.0213137434602872
